LogID,LogEntrySeconds,LogNotes,Напряжение батареи ( В),Температура охлаждающей жидкости ( °С),Обороты  двигателя ( об/мин),Скорость автомобиля ( км/час),Угол опережения зажигания ( °ПКВ),Длительность импульса впрыска ( мс),Положение дроссельной заслонки ( %),Положение педали газа ( %),Относительное заполнение воздухом ( %),Желаемое значение коэффициента лямбда (-),Напряжение датчика кислорода 1 ( В),Период сигнала датчика кислорода 1 ( с),Напряжение датчика кислорода 2 ( В),Текущий коэффициент коррекции длительности впрыска топлива (-),Фактор высотной коррекции (-),Адаптированное отклонение расхода воздуха во впускном колекторе мимо дросселя ( кг),Мультипликативная составляющая коррекции смеси самообучением (-),I-часть регулирования по датчику кислорода 2 (-),Фактор старения нейтрализатора (-),Расход топлива ( л/час),Температура впускного воздуха ( °С),Коэффициент продувки адсорбера ( %),Концентрация топлива в адсорбере (-),Величина отскока УОЗ при детонации ( °ПКВ),Желаемые обороты холостого хода ( об/мин),Разница крутящего момента от адаптированного крутящего момента ( %),Нормальная утечка воздуха через дроссель (-),Потребность в моменте для регулирования ХХ: I-часть ( %),Потребность в моменте для регулирования ХХ: PD-часть ( %),Температура охлаждающей жидкости при пуске ( °С),Проверка нейтрализатора завершена (-),Проверка системы улавливания паров бензина завершена (-),Проверка первого датчика кислорода завершена (-),Проверка второго датчика кислорода завершена (-),Контроллер обучен (-),Контроллер заблокирован (-),Запуск с обходом возможен (-),Пароль обхода запрограммирован (-),Ошибка связи с иммобилизатором (-),Быстрый старт разрешен (-),Реле бензонасоса (-),Флаг нажатия педали тормоза 2 (-),Флаг нажатия педали сцепления (-),Запрос на включение кондиционера (-),Реле кондиционера включено (-),Флаг высокого давления в системе кондиционера (-),Реле вентилятора охлаждения 1 (-),Реле вентилятора охлаждения 2 (-),Холостой ход (-),Признак обогащения по мощности  (-),Продувка адсорбера активирована (-),Готовность датчика кислорода 1 (-),Флаг обратной связи по датчику кислорода 1 (-),Готовность датчика кислорода 2 (-),Обратная связь по датчику кислорода 2 (-),Признак разрешения адаптации топливоподачи (-),Отсечка топливоподачи (-),Контроль детонации активен (-),Динамический счетчик не равен нулю (-),Обнаружение пропусков зажигания приостановлено (-),Признак обнаружения неровной дороги (-),Флаг нажатия педали тормоза 1 (-),Регистрация активна (-),Лампа индикации неисправностей (-),Время работы (-),Контрольная сумма ПЗУ (-),АБС присутствует (-),ESP присутствует (-),АКПП присутствует (-),ЦБКЭ присутствует (-),Круиз-контроль присутствует (-),Датчик скорости автомобиля присутствует (-),Окончание обучения электронных устройств (-),Клапан управления длиной каналов системы впуска (-),Доп. реле стартера (-),Цикловое наполнение по датчику абсолютного давления во впускном коллекторе ( мг/ц),Измеренное давление во впускном коллекторе ( мБар),Параметр адаптации демпфера в диапазоне 1  ( °),Параметр адаптации демпфера в диапазоне 2 ( °),Параметр адаптации демпфера в диапазоне 3 ( °),Параметр адаптации демпфера в диапазоне 4 ( °),Счетчик пропусков воспламенения для цилиндра 1. влияющих на токсичность (-),Счетчик пропусков воспламенения для цилиндра 3. влияющих на токсичность (-),Счетчик пропусков воспламенения для цилиндра 4. влияющих на токсичность (-),Счетчик пропусков воспламенения для цилиндра 2. влияющих на токсичность (-),Суммарный счетчик пропусков воспламенения. влияющих на работу нейтрализатора (-),Запрет распознавания. обороты меньше минимальных (-),Запрет распознавания. обороты больше максимальных (-),Запрет распознавания. изменение нагрузки (-),Запрет распознавания. изменение динамики двигателя (-),Запрет распознавания. нагрузка меньше порога (-),Условия отключения топливоподачи (-),Распознавание пропусков воспламенения приостановлено (-),Обучение в диапазоне 1 завершено (-),Обучение в диапазоне 2 завершено (-),Обучение в диапазоне 3 завершено (-),Обучение в диапазоне 4 завершено (-),Счетчик пропусков в цилиндре 1 за текущую поездку (-),Счетчик пропусков в цилиндре 3 за текущую поездку (-),Счетчик пропусков в цилиндре 4 за текущую поездку (-),Счетчик пропусков в цилиндре 2 за текущую поездку (-),Относительный уровень регулировки по детонации в цилиндре 1 (В),Относительный уровень регулировки по детонации в цилиндре 3 (В),Относительный уровень регулировки по детонации в цилиндре 4 (В),Относительный уровень регулировки по детонации в цилиндре 2 (В),Отскок угла опережения зажигания при детонации для цилиндра 1 ( °),Отскок угла опережения зажигания при детонации для цилиндра 3 ( °),Отскок угла опережения зажигания при детонации для цилиндра 4 ( °),Отскок угла опережения зажигания при детонации для цилиндра 2 ( °),Базовый угол опережения зажигания ( °),Максимальная задержка УОЗ ( °),АЦП Бортовое напряжение (В),АЦП Датчик температуры охлаждающей жидкости (В),АЦП Датчик температуры воздуха во впускном коллекторе (В),АЦП Напряжение датчика абсолютного давления во впускном коллекторе (В),АЦП Датчик положения дроссельной заслонки 1 (В),АЦП Датчик положения дроссельной заслонки 2 (В),АЦП Датчик положения педали газа 1 (В),АЦП Датчик положения педали газа 2 (В),АЦП Датчик кислорода 1 (В),АЦП Сопротивление датчика кислорода 1 (Ом),АЦП Датчик кислорода 2 (В),АЦП Сопротивление датчика кислорода 2 (Ом),АЦП Датчик детонации (В),АЦП Напряжение средней точки вентиляторов охлаждения (В),DFM Сигнал с генератора (-),Сигнал LT генератора (-),Сигнал с датчика давления масла (-),Круиз-конторль/ограничитель скорости разрешен (-),Круиз-конторль/ограничитель скорости активен (-),Круиз-конторль/ограничитель скорости вход 1 (-),Круиз-конторль/ограничитель скорости вход 2 (-),температура генератора ( °C),обороты генератора ( об/мин)
434,218,703,14.00,59.25,1817,25.0,10.500,1.632,3.39,0.000,9.96,1.00,0.93,-0.76,1.05,1.068,1.02,-1.32,1.116,0.00,0.90,2.348,18.8,23.346,0.496,0.000,900,6.97,4.5,3.21,-3.56,27.8,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1,0,1,1,1,5156.0,0C,1,1,0,1,1,0,1,0,0,62.31,232.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
435,219,3,0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436,221,143,14.10,59.25,2204,30.0,14.250,10.400,30.05,29.718,72.14,1.00,0.99,-0.76,1.03,0.961,1.02,-1.32,1.120,0.00,0.90,10.567,19.5,97.658,0.496,0.000,900,6.72,4.5,3.10,-2.47,27.8,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,1,5156.0,0C,1,1,0,1,1,0,1,0,0,445.06,958.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437,221,553,14.10,59.25,2385,32.5,16.500,9.875,33.33,29.718,72.33,1.00,0.99,-0.76,1.06,0.903,1.02,-1.32,1.120,0.00,0.90,10.567,18.8,97.658,0.496,0.000,900,6.61,4.5,3.05,-2.43,27.8,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,1,5156.0,0C,1,1,0,1,1,0,1,0,0,442.88,968.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438,221,937,14.10,59.25,2585,35.0,18.750,9.869,39.79,29.718,73.17,1.00,0.19,-0.76,0.37,0.913,1.02,-1.32,1.120,0.00,0.90,11.526,18.8,97.658,0.496,0.000,900,6.48,4.5,2.99,-2.38,27.8,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,1,5156.0,0C,1,1,0,1,1,0,1,0,0,457.25,975.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
439,222,344,14.10,59.25,2805,37.5,18.750,10.746,38.50,29.390,75.05,1.00,0.18,-0.76,0.24,0.977,1.02,-1.32,1.115,0.00,0.90,11.526,18.8,97.658,0.496,0.000,900,6.43,4.5,2.96,-2.36,27.8,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,1,5156.0,0C,1,1,0,1,1,0,1,0,0,453.75,952.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440,222,745,14.10,59.25,3025,41.3,20.250,10.182,32.59,29.233,71.32,1.00,0.89,-0.76,0.88,0.972,1.02,-1.32,1.109,0.00,0.90,11.526,18.8,97.658,0.496,0.000,900,6.42,4.5,2.96,-2.36,27.8,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,1,5156.0,0C,1,1,0,1,1,0,1,0,0,434.38,912.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441,223,135,14.10,59.25,3042,42.5,18.000,0.550,2.29,0.000,12.98,1.00,0.93,-0.76,1.00,1.000,1.02,-1.32,1.166,0.00,0.90,14.872,18.0,77.951,0.496,0.000,900,6.42,4.5,2.96,-4.61,27.8,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,1,1,5156.0,0C,1,1,0,1,1,0,1,0,0,80.06,319.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,223,516,14.10,59.25,2584,42.5,39.000,1.549,5.40,0.000,12.02,1.00,0.15,-0.76,0.24,1.011,1.02,-1.32,1.150,0.00,0.90,14.872,18.0,34.401,0.496,0.000,900,6.50,4.5,2.99,-4.39,27.8,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,1,0,0,1,1,5156.0,0C,1,1,0,1,1,0,1,0,0,70.69,230.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,223,903,14.10,59.25,2235,42.5,25.500,6.566,14.23,15.100,43.62,1.00,0.95,-0.76,0.89,1.003,1.02,-1.32,1.139,0.00,0.90,4.109,18.0,80.369,0.496,0.000,900,6.72,4.5,3.10,-2.47,27.8,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,1,1,5156.0,0C,1,1,0,1,1,0,1,0,0,263.00,639.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,224,296,14.10,60.00,2069,43.8,22.500,7.078,16.53,21.999,51.07,1.00,0.93,-0.76,0.98,0.957,1.02,-1.32,1.130,0.00,0.90,4.109,18.0,97.658,0.496,0.000,900,6.79,4.5,3.13,-2.49,27.8,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,1,1,5156.0,0C,1,1,0,1,1,0,1,0,0,311.69,731.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445,224,682,14.10,60.00,2141,45.0,15.000,10.720,30.52,28.171,72.94,1.00,0.77,-0.76,0.70,0.963,1.02,-1.32,1.120,0.00,0.90,4.109,18.0,97.658,0.496,0.000,900,6.74,4.5,3.11,-2.47,27.8,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,1,5156.0,0C,1,1,0,1,1,0,1,0,0,445.50,962.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446,225,72,14.10,60.00,2215,46.3,15.000,9.894,27.66,28.257,71.34,1.00,0.98,-0.76,1.01,0.907,1.02,-1.32,1.120,0.00,0.90,11.107,18.0,97.658,0.496,0.000,900,6.70,4.5,3.09,-2.46,27.8,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,1,5156.0,0C,1,1,0,1,1,0,1,0,0,434.31,943.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,225,477,14.10,60.00,2283,47.5,15.750,9.299,26.22,27.929,70.50,1.00,0.99,-0.76,1.06,0.851,0.31,4.75,1.953,0.01,0.75,0.194,-42.0,51.954,0.703,-14.250,2520,-24.69,128.3,0.96,-48.07,114.0,0,1,0,0,0,1,0,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,9140.3,4C,0,1,0,1,0,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,225,857,14.10,60.00,2351,50.0,17.250,8.454,26.10,27.358,68.32,1.00,0.98,-0.76,1.05,0.795,1.02,-1.32,1.120,0.00,0.90,9.393,18.0,97.658,0.496,0.000,900,6.61,4.5,3.05,-2.43,27.8,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,1,5156.0,0C,1,1,0,1,1,0,1,0,0,413.69,923.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,226,245,14.10,60.00,2394,50.0,18.750,8.333,26.27,26.304,66.94,1.00,0.19,-0.76,0.77,0.795,1.02,-1.32,1.120,0.00,0.90,9.393,18.0,97.658,0.496,0.000,900,6.59,4.5,3.04,-2.42,27.8,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,1,1,5156.0,0C,1,1,0,1,1,0,1,0,0,404.63,919.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450,226,655,14.10,60.00,2459,52.5,20.250,7.942,24.63,25.171,62.93,1.00,0.20,-0.76,0.30,0.854,1.02,-1.32,1.120,0.00,0.90,9.393,18.0,97.658,0.496,0.000,900,6.55,4.5,3.02,-2.40,27.8,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,1,1,5156.0,0C,1,1,0,1,1,0,1,0,0,382.38,888.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
451,227,145,14.10,60.00,2533,53.8,23.250,6.938,19.82,21.999,54.40,1.00,0.21,-0.76,0.31,0.913,1.02,-1.32,1.130,0.00,0.90,8.806,18.0,97.658,0.496,0.000,900,6.51,4.5,3.00,-2.39,27.8,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,1,1,5156.0,0C,1,1,0,1,1,0,1,0,0,314.50,769.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452,227,533,14.10,60.00,2562,53.8,33.750,2.470,10.21,0.000,23.70,1.00,0.16,-0.76,0.27,0.975,1.02,-1.32,1.161,0.00,0.90,8.806,17.3,66.201,0.496,0.000,900,6.48,4.5,2.99,-4.38,27.8,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,5156.0,0C,1,1,0,1,1,0,1,0,0,142.81,401.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
453,227,891,14.10,60.00,2523,53.8,34.500,2.637,8.98,0.000,19.97,1.00,0.18,-0.76,0.27,1.012,1.02,-1.32,1.147,0.00,0.90,2.559,17.3,50.996,0.496,0.000,900,6.52,4.5,3.00,-4.37,27.8,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1,0,0,1,1,5156.0,0C,1,1,0,1,1,0,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
454,228,285,14.10,60.00,2548,53.8,36.000,2.541,8.08,0.000,17.70,1.00,0.19,-0.76,0.28,1.047,1.02,-1.32,1.147,0.00,0.90,2.559,17.3,44.083,0.496,0.000,900,6.50,4.5,3.00,-4.38,27.8,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1,0,0,1,1,5156.0,0C,1,1,0,1,1,0,1,0,0,111.13,323.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
455,228,664,14.10,60.00,2529,52.5,36.750,2.214,7.10,0.000,15.19,1.00,0.88,-0.76,0.93,1.025,1.02,-1.32,1.146,0.00,0.90,2.559,17.3,38.209,0.496,0.000,900,6.51,4.5,3.00,-4.37,27.8,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1,0,0,1,1,5156.0,0C,1,1,0,1,1,0,1,0,0,94.19,282.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
456,229,55,14.10,60.00,2482,52.5,37.500,1.843,5.10,0.000,12.26,1.00,0.87,-0.76,0.86,1.059,1.02,-1.32,1.147,0.00,0.90,2.238,17.3,31.640,0.496,0.000,900,6.52,4.5,3.01,-4.35,27.8,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1,0,0,1,1,5156.0,0C,1,1,0,1,1,0,1,0,0,69.00,224.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
457,229,445,14.10,60.00,2444,51.3,5.250,1.779,5.15,0.000,11.53,1.00,0.87,-0.76,0.96,1.007,1.02,-1.32,1.138,0.00,0.90,2.238,17.3,29.915,0.496,0.000,900,6.56,4.5,3.02,-4.36,27.8,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1,0,0,1,1,5156.0,0C,1,1,0,1,1,0,1,0,0,71.00,224.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
458,229,836,14.10,60.00,2407,51.3,-13.500,0.000,5.15,0.000,12.16,1.45,0.11,-1.45,0.49,0.007,0.00,0.04,0.000,0.01,0.75,0.194,-42.0,42.579,0.703,-22.500,2500,87.03,1766.7,0.91,-42.60,114.0,0,1,0,0,0,1,0,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7810.3,4D,0,1,0,1,0,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
459,230,217,14.00,60.75,2335,50.0,-14.250,0.000,5.03,0.000,13.22,1.00,0.13,-0.76,0.23,1.000,1.02,-1.32,1.128,0.00,0.90,0.000,18.0,0.000,0.496,0.000,900,6.63,4.5,3.06,-4.34,27.8,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,1,1,5156.0,0C,1,1,0,1,1,0,1,0,0,81.31,237.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
460,230,617,14.00,60.75,2216,46.3,-14.250,0.000,4.66,0.000,13.43,1.00,0.12,-0.76,0.23,1.000,0.00,0.04,0.000,0.01,0.75,0.194,-42.0,58.985,0.703,-7.500,2500,97.18,1766.7,2.47,-17.60,114.0,0,1,0,0,0,1,0,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1794.3,B2,0,1,0,1,0,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
461,231,44,14.00,60.75,2078,43.8,-14.250,0.000,4.17,0.000,12.91,1.00,0.12,-0.76,0.22,1.000,1.02,-1.32,1.118,0.00,0.90,0.000,18.0,0.000,0.496,0.000,900,6.81,4.5,3.14,-4.20,27.8,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,1,1,5156.0,0C,1,1,0,1,1,0,1,0,0,77.19,224.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
462,231,444,14.00,60.75,1941,41.3,-12.750,0.000,3.93,0.000,11.60,1.00,0.12,-0.76,0.22,1.000,1.02,-1.32,1.117,0.00,0.90,0.000,18.0,0.000,0.496,0.000,900,6.90,4.5,3.25,-17.60,114.0,0,1,0,0,0,1,0,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3501.0,56,0,1,0,1,0,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
463,231,852,14.00,60.75,1834,38.8,-12.000,0.000,3.93,0.000,10.80,1.00,0.12,-0.76,0.22,1.000,1.02,-1.32,1.116,0.00,0.90,0.000,18.8,0.000,0.496,0.000,900,6.97,4.5,3.21,-3.59,27.8,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,1,1,5156.0,0C,1,1,0,1,1,0,1,0,0,65.38,240.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
464,232,278,13.90,60.75,1738,36.3,-12.750,0.000,3.93,0.000,11.39,1.00,0.12,-0.76,0.22,1.000,1.02,-1.32,1.115,0.00,0.90,0.000,18.8,0.000,0.496,0.000,900,7.03,4.5,3.24,-3.32,27.8,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,1,1,5156.0,0C,1,1,0,1,1,0,1,0,0,71.50,253.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
465,232,655,14.00,60.75,1662,35.0,-14.250,0.000,3.93,0.000,12.77,1.00,0.12,-0.76,0.22,1.000,1.02,-1.32,1.111,0.00,0.90,0.000,18.8,0.000,0.496,0.000,900,7.09,4.5,3.27,-3.11,27.8,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,5156.0,0C,1,1,0,1,1,0,1,0,0,78.50,269.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
466,233,57,14.10,60.75,1625,33.8,-14.250,0.000,3.93,0.000,13.57,1.00,0.12,-0.76,0.22,1.000,1.02,-1.32,1.104,0.00,0.90,0.000,18.8,0.000,0.496,0.000,900,7.12,4.5,3.28,-3.00,27.8,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,5156.0,0C,1,1,0,1,1,0,1,0,0,84.13,281.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
467,233,440,14.00,60.75,1592,33.8,-2.250,2.496,3.88,15.991,13.57,0.97,0.13,-0.76,0.22,1.004,1.02,-1.32,1.103,0.00,0.90,0.000,19.5,8.995,0.496,39.750,2520,-69.22,1766.7,0.96,-43.38,114.0,0,1,0,0,0,1,0,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,4995.0,2,0,1,0,1,0,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
468,233,833,14.10,61.50,1580,32.5,6.750,6.298,12.77,23.867,32.81,0.97,0.96,-0.76,0.93,0.984,1.02,-1.32,1.087,0.00,0.90,3.522,19.5,9.522,0.496,0.000,900,7.14,4.5,3.29,-2.62,27.8,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,1,1,5156.0,0C,1,1,0,1,1,0,1,0,0,243.94,642.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
469,234,216,14.00,61.50,1602,33.8,9.000,12.365,33.03,26.632,76.29,0.96,1.00,-0.76,1.05,0.943,1.02,-1.32,1.120,0.00,0.90,3.522,19.5,61.364,0.496,0.000,900,7.13,4.5,3.28,-2.62,27.8,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,1,5156.0,0C,1,1,0,1,1,0,1,0,0,460.94,987.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
470,234,624,14.10,61.50,1674,35.0,12.750,10.080,27.00,26.554,67.64,0.97,0.25,-0.76,0.92,0.935,1.02,-1.32,1.120,0.00,0.90,3.522,19.5,34.058,0.496,0.000,900,7.08,4.5,3.26,-2.60,27.8,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,1,5156.0,0C,1,1,0,1,1,0,1,0,0,413.50,951.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
471,235,14,14.00,61.50,1755,36.3,17.250,9.318,22.02,24.678,59.77,0.98,0.31,-0.76,0.45,0.980,1.02,-1.32,1.120,0.00,0.90,7.869,19.5,23.346,0.496,0.000,900,7.03,4.5,3.24,-2.58,27.8,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,1,5156.0,0C,1,1,0,1,1,0,1,0,0,360.19,898.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
472,235,406,14.00,61.50,1828,38.8,18.000,9.171,21.70,24.523,59.02,0.98,0.20,-0.76,0.30,0.991,1.02,-1.32,1.120,0.00,0.90,7.869,19.5,23.003,0.496,0.000,900,6.98,4.5,3.22,-2.56,27.8,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,1,1,5156.0,0C,1,1,0,1,1,0,1,0,0,363.19,882.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
